image_name,comment_number,comment
1989145280.jpg, 1, A blond girl with sunglasses on her head looks squeamish .
1989145280.jpg, 2, Woman with black sunglasses looks down at something .
1989145280.jpg, 3, A woman wearing sunglasses on her head looking down .
1989145280.jpg, 4, A woman wearing sunglasses .
1989609.jpg, 0, A man wearing blue coveralls is handing a tool to another person .
1989609.jpg, 1, A man in a navy blue jacket holding a tool in his dirty hand .
1989609.jpg, 2, A man in a work uniform passing a tool to another person .
1989609.jpg, 3, Man in a blue jumpsuit attempts to repair an escalator .
1989609.jpg, 4, A man with a mustache works on a broken escalator .
199149017.jpg, 0, People eating at a table and one of them is giving the finger to the camera .
199149017.jpg, 1, Man makes vulgar gesture to the camera while the others around him eat .
199149017.jpg, 2, A group of men are seated around a table and eating .
199149017.jpg, 3, A group eating lunch on break .
199149017.jpg, 4, People are eating a table .
1991806812.jpg, 0, A fighter attempts to kick another fighter while the other fighter blocks his kick .
1991806812.jpg, 1, Two men kickbox in a ring 
1991806812.jpg, 2, a boxer punches a boxer in the face .
1991806812.jpg, 3, a kickboxer jumping for a kick
1991806812.jpg, 4, Two boxers are in the ring .
199412398.jpg, 0, A boy surveys merchandise in an alleyway market .
199412398.jpg, 1, A man is standing in a beam of sunlight .
199412398.jpg, 2, A boy is standing in a dimly lit alley .
199412398.jpg, 3, People stand in a cluttered alley .
199412398.jpg, 4, People in a marketplace .
199412680.jpg, 0, These two young boys with blue and gray shorts 
199412680.jpg, 1, Two small asian boys are posing for camera in a green gated room .
199412680.jpg, 2, Two young boys look out from behind a curtain .
199412680.jpg, 3, Two boys smile in front of a green wall .
199412680.jpg, 4, Two young boys playing hide and seek .
199412869.jpg, 0, Nine individuals are sitting on a yellow tile floor around a whiteboard with small colored tiles on it .
199412869.jpg, 1, A large Asian family gathers while seated on the floor to interact with a board apparatus .
199412869.jpg, 2, A family of all ages sitting on the floor playing a board game .
199412869.jpg, 3, A group of people are sitting in a circle enjoying themselves .
199412869.jpg, 4, A group of people playing a board game .
199413509.jpg, 0, A woman peers out from her halfway opened blue door with three pairs of flip-flop sandals on her doorstep .
199413509.jpg, 1, A little old woman peaks out from behind the blue doorway and three pairs of plastic sandals .
199413509.jpg, 2, A blue door opened and a woman peeking from the left side .
199413509.jpg, 3, An old Asian woman looks from behind a blue doorway .
199413509.jpg, 4, An Asian woman peering around a blue doorway .
199413572.jpg, 0, One woman gives another woman a pedicure in a small apartment 
199413572.jpg, 1, A woman in a pink top and black long shorts is getting her nails done by a lady in red .
199413572.jpg, 2, A woman is having her foot examined by another woman in a run-down building .
199413572.jpg, 3, Woman wearing pink top is getting a pedicure .
199413572.jpg, 4, 3 people in a small hut or house .
1994416869.jpg, 0, A little girl in only socks and a necklace is being tossed in the air and caught .
1994416869.jpg, 1, A young child is held above a man 's head as her hair flies in the air .
1994416869.jpg, 2, A man is spinning a little girl in the air above his head .
1994416869.jpg, 3, A naked little girl being thrown into the air .
1994416869.jpg, 4, A man is lifting a little girl above his head .
199463720.jpg, 0, two people riding their bikes down a street together .
199463720.jpg, 1, A man and woman ride bicycles next to each other .
199463720.jpg, 2, Two people are riding bicycles along a road .
199463720.jpg, 3, two bikers bike along the street .
199463720.jpg, 4, Two men riding bikes on highway .
199604929.jpg, 0, Eight young girls in a school gym are on mats 
199604929.jpg, 1, There are group of girls from different ethnicity doing children cheerleading moves in a gym on a mat .
199604929.jpg, 2, Two adolescent girls try to fold up another while practicing cheerleading in the gym .
199604929.jpg, 3, Some children are performing cheerleading moves .
199604929.jpg, 4, Young girls in a gym are cheerleading .
19965828.jpg, 0, An elderly looking man in Europe is standing on top of a garbage can near the crosswalk as passersby take no notice .
19965828.jpg, 1, A man in tan pants and a blue shirt is staking on a public trashcan .
19965828.jpg, 2, A man in khaki pants is standing on a trashcan and hugging a pole .
19965828.jpg, 3, A man trying to fix the top lid of a trashcan with his shoes .
19965828.jpg, 4, A man stands on a trashcan while holding onto a utility pole .
199809190.jpg, 0, Three young men wearing colorful swim trunks are diving into the water .
199809190.jpg, 1, Three boys in swimming trunks are diving into the lake .
199809190.jpg, 2, A group of people jump into a lake in unison .
199809190.jpg, 3, Three people diving into water .
199809190.jpg, 4, Three boys diving into a lake .
1998255400.jpg, 0, A hand turns the tap to allow three dogs to drink some water .
1998255400.jpg, 1, a dog attempting to drink from an outdoor water faucet
1998255400.jpg, 2, Three dogs drinking water at a public spigot .
1998255400.jpg, 3, A dog drinks water out of a water fountain .
1998255400.jpg, 4, A dog drinking out of a water spigot .
1998457059.jpg, 0, a body boarder is being dumped on the beach by a wave whilst other surfers are standing around in the water .
1998457059.jpg, 1, A child is pushed by a large wave while holding his yellow surfboard .
1998457059.jpg, 2, Four swimmers in the crystal blue ocean with yellow surfboards .
1998457059.jpg, 3, some wakeboarders riding waves on a beach busy with tourists
1998457059.jpg, 4, People surfboarding and standing in the ocean .
19986766.jpg, 0, A man in a black cap and red gown stands in between two other men in caps and gowns .
19986766.jpg, 1, Two men in black cap-and-gown regalia flank a man in a black cap and red gown .
19986766.jpg, 2, Men stand by one another wearing robes and college graduate hats .
19986766.jpg, 3, Two men in graduation regalia are quietly whispering .
19986766.jpg, 4, A graduating student in robes speaks to a professor .
1999444757.jpg, 0, Two women watching people in white shirts 
1999444757.jpg, 1, Boy in martial arts-style uniform holding a sword .
1999444757.jpg, 2, A woman is swordfighting with an unseen opponent .
1999444757.jpg, 3, A girl in white is swinging a sword .
1999444757.jpg, 4, A lady shows her sword
2000387055.jpg, 0, A girl red and white striped 
2000387055.jpg, 1, A girl in a red and white outfit is standing inside a display with other holiday items .
2000387055.jpg, 2, Social awkward girl looking outside a window onto the street outside .
2000387055.jpg, 3, A girl in a striped bodysuit stands in a window 's winter display .
2000387055.jpg, 4, Very decorative with toys around and the girl looks beautiful .
2000459828.jpg, 0, Little kid on a man 's shoulders and another man holding a blue backpack in front of a canyon .
2000459828.jpg, 1, Two men are hiking with a small child near to some interesting shape rock formations .
2000459828.jpg, 2, A group of people stand in front of a rock formation .
2000459828.jpg, 3, The men are walking away from the rocks with a child .
2000459828.jpg, 4, There are two men and a kid hiking outside .
2001867714.jpg, 0, A man in a red baseball cap is adjusting the flame of a blowtorch .
2001867714.jpg, 1, A man in a red hat holds a welding torch near water and a city .
2001867714.jpg, 2, A man in a blue shirt and red hat is looking at a torch .
2001867714.jpg, 3, A middle-aged man wearing a red hat is fishing .
2001867714.jpg, 4, A man is using a blowtorch outside .
200269546.jpg, 0, Two boys 
200269546.jpg, 1, Two children standing in swimwear standing together in the sand .
200269546.jpg, 2, Two boys are standing on sand next to an overturned chair .
200269546.jpg, 3, Two little boys are hanging out on a beach .
200269546.jpg, 4, They are on the beach in swimming suits .
200275830.jpg, 0, A young boy in a white hat and blue towel is carrying a snorkeling mask while walking on rocks on the shore of a blue lake .
200275830.jpg, 1, A kid with a white hat and a blue towel around his neck is carrying a scuba mask .
200275830.jpg, 2, Boy with a blue towel and white hat holding goggles and a snokel .
200275830.jpg, 3, A small boy in a white had near a lake playing with a snokel .
200275830.jpg, 4, The boy is going to dive in the river .
200276116.jpg, 0, A boy in blue and red goggles is swimming .
200276116.jpg, 1, A boy swimming who is wearing goggles .
200276116.jpg, 2, Two kids swim outside with goggles .
200276116.jpg, 3, Boy with goggles swimming in water .
200276116.jpg, 4, A boy in goggles is swimming .
200278000.jpg, 0, A young girl wearing a blue mickey mouse t-shirt eating a red 
200278000.jpg, 1, A young child in a blue shirt holds a phone and eats something while standing in front of bicycles .
200278000.jpg, 2, A little child eats ice cream while talking on the phone .
200278000.jpg, 3, A young girl in a blue shirt is eating an ice cream cone .
200278000.jpg, 4, a child taking a break from playing to eat an ice cream .
2003663004.jpg, 0," A football player wears a green jersey with the number "" 4 "" on it ."
2003663004.jpg, 1, Someone takes a cloth off of a Green Bay Packers football player .
2003663004.jpg, 2, Greenbay football player is being handed a towel on the field .
2003663004.jpg, 3, A football player pauses during a game .
2003663004.jpg, 4, Green Bay Packer player cooling off
2004326408.jpg, 0, A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag .
2004326408.jpg, 1, A woman with a brown messenger bag is riding a bike down a street .
2004326408.jpg, 2, A woman with a satchel is riding on a bike smiling .
2004326408.jpg, 3, A woman with a messenger bag is riding a bike .
2004326408.jpg, 4, a girl riding a bike down the street .
2004674713.jpg, 0, A brindle-coated dog is growling at a jumping brown dog with purple collar inside a park enclosure .
2004674713.jpg, 1, A person stands next to a snarling brown and black dog while a light brown dog stands up .
2004674713.jpg, 2, Two dogs 
2004674713.jpg, 3, A person standing behind two dogs interacting with one another .
2004674713.jpg, 4, A person is watching two puppies playing .
200553102.jpg, 0, A large mechanical claw reaching for something with people watching .
200553102.jpg, 1, Several people watch a yellow crane operate at night .
200553102.jpg, 2, A crew working at night with a large backhoe .
200553102.jpg, 3, Workers in a factory watch a machine .
